CMPD_CHEMBLID	STANDARD_TYPE	STANDARD_VALUE	PREF_NAME	mgfp1	mgfp2	mgfp3	mgfp4	mgfp5	mgfp6	mgfp7	mgfp8	mgfp9	mgfp10	mgfp11	mgfp12	mgfp13	mgfp14	mgfp15	mgfp16	mgfp17	mgfp18	mgfp19	mgfp20	mgfp21	mgfp22	mgfp23	mgfp24	mgfp25	mgfp26	mgfp27	mgfp28	mgfp29	mgfp30	mgfp31	mgfp32	mgfp33	mgfp34	mgfp35	mgfp36	mgfp37	mgfp38	mgfp39	mgfp40	mgfp41	mgfp42	mgfp43	mgfp44	mgfp45	mgfp46	mgfp47	mgfp48	mgfp49	mgfp50	mgfp51	mgfp52	mgfp53	mgfp54	mgfp55	mgfp56	mgfp57	mgfp58	mgfp59	mgfp60	mgfp61	mgfp62	mgfp63	mgfp64	mgfp65	mgfp66	mgfp67	mgfp68	mgfp69	mgfp70	mgfp71	mgfp72	mgfp73	mgfp74	mgfp75	mgfp76	mgfp77	mgfp78	mgfp79	mgfp80	mgfp81	mgfp82	mgfp83	mgfp84	mgfp85	mgfp86	mgfp87	mgfp88	mgfp89	mgfp90	mgfp91	mgfp92	mgfp93	mgfp94	mgfp95	mgfp96	mgfp97	mgfp98	mgfp99	mgfp100	mgfp101	mgfp102	mgfp103	mgfp104	mgfp105	mgfp106	mgfp107	mgfp108	mgfp109	mgfp110	mgfp111	mgfp112	mgfp113	mgfp114	mgfp115	mgfp116	mgfp117	mgfp118	mgfp119	mgfp120	mgfp121	mgfp122	mgfp123	mgfp124	mgfp125	mgfp126	mgfp127	mgfp128	mgfp129	mgfp130	mgfp131	mgfp132	mgfp133	mgfp134	mgfp135	mgfp136	mgfp137	mgfp138	mgfp139	mgfp140	mgfp141	mgfp142	mgfp143	mgfp144	mgfp145	mgfp146	mgfp147	mgfp148	mgfp149	mgfp150	mgfp151	mgfp152	mgfp153	mgfp154	mgfp155	mgfp156	mgfp157	mgfp158	mgfp159	mgfp160	mgfp161	mgfp162	mgfp163	mgfp164	mgfp165	mgfp166	mgfp167	mgfp168	mgfp169	mgfp170	mgfp171	mgfp172	mgfp173	mgfp174	mgfp175	mgfp176	mgfp177	mgfp178	mgfp179	mgfp180	mgfp181	mgfp182	mgfp183	mgfp184	mgfp185	mgfp186	mgfp187	mgfp188	mgfp189	mgfp190	mgfp191	mgfp192	mgfp193	mgfp194	mgfp195	mgfp196	mgfp197	mgfp198	mgfp199	mgfp200	mgfp201	mgfp202	mgfp203	mgfp204	mgfp205	mgfp206	mgfp207	mgfp208	mgfp209	mgfp210	mgfp211	mgfp212	mgfp213	mgfp214	mgfp215	mgfp216	mgfp217	mgfp218	mgfp219	mgfp220	mgfp221	mgfp222	mgfp223	mgfp224	mgfp225	mgfp226	mgfp227	mgfp228	mgfp229	mgfp230	mgfp231	mgfp232	mgfp233	mgfp234	mgfp235	mgfp236	mgfp237	mgfp238	mgfp239	mgfp240	mgfp241	mgfp242	mgfp243	mgfp244	mgfp245	mgfp246	mgfp247	mgfp248	mgfp249	mgfp250	mgfp251	mgfp252	mgfp253	mgfp254	mgfp255	mgfp256	mgfp257	mgfp258	mgfp259	mgfp260	mgfp261	mgfp262	mgfp263	mgfp264	mgfp265	mgfp266	mgfp267	mgfp268	mgfp269	mgfp270	mgfp271	mgfp272	mgfp273	mgfp274	mgfp275	mgfp276	mgfp277	mgfp278	mgfp279	mgfp280	mgfp281	mgfp282	mgfp283	mgfp284	mgfp285	mgfp286	mgfp287	mgfp288	mgfp289	mgfp290	mgfp291	mgfp292	mgfp293	mgfp294	mgfp295	mgfp296	mgfp297	mgfp298	mgfp299	mgfp300	mgfp301	mgfp302	mgfp303	mgfp304	mgfp305	mgfp306	mgfp307	mgfp308	mgfp309	mgfp310	mgfp311	mgfp312	mgfp313	mgfp314	mgfp315	mgfp316	mgfp317	mgfp318	mgfp319	mgfp320	mgfp321	mgfp322	mgfp323	mgfp324	mgfp325	mgfp326	mgfp327	mgfp328	mgfp329	mgfp330	mgfp331	mgfp332	mgfp333	mgfp334	mgfp335	mgfp336	mgfp337	mgfp338	mgfp339	mgfp340	mgfp341	mgfp342	mgfp343	mgfp344	mgfp345	mgfp346	mgfp347	mgfp348	mgfp349	mgfp350	mgfp351	mgfp352	mgfp353	mgfp354	mgfp355	mgfp356	mgfp357	mgfp358	mgfp359	mgfp360	mgfp361	mgfp362	mgfp363	mgfp364	mgfp365	mgfp366	mgfp367	mgfp368	mgfp369	mgfp370	mgfp371	mgfp372	mgfp373	mgfp374	mgfp375	mgfp376	mgfp377	mgfp378	mgfp379	mgfp380	mgfp381	mgfp382	mgfp383	mgfp384	mgfp385	mgfp386	mgfp387	mgfp388	mgfp389	mgfp390	mgfp391	mgfp392	mgfp393	mgfp394	mgfp395	mgfp396	mgfp397	mgfp398	mgfp399	mgfp400	mgfp401	mgfp402	mgfp403	mgfp404	mgfp405	mgfp406	mgfp407	mgfp408	mgfp409	mgfp410	mgfp411	mgfp412	mgfp413	mgfp414	mgfp415	mgfp416	mgfp417	mgfp418	mgfp419	mgfp420	mgfp421	mgfp422	mgfp423	mgfp424	mgfp425	mgfp426	mgfp427	mgfp428	mgfp429	mgfp430	mgfp431	mgfp432	mgfp433	mgfp434	mgfp435	mgfp436	mgfp437	mgfp438	mgfp439	mgfp440	mgfp441	mgfp442	mgfp443	mgfp444	mgfp445	mgfp446	mgfp447	mgfp448	mgfp449	mgfp450	mgfp451	mgfp452	mgfp453	mgfp454	mgfp455	mgfp456	mgfp457	mgfp458	mgfp459	mgfp460	mgfp461	mgfp462	mgfp463	mgfp464	mgfp465	mgfp466	mgfp467	mgfp468	mgfp469	mgfp470	mgfp471	mgfp472	mgfp473	mgfp474	mgfp475	mgfp476	mgfp477	mgfp478	mgfp479	mgfp480	mgfp481	mgfp482	mgfp483	mgfp484	mgfp485	mgfp486	mgfp487	mgfp488	mgfp489	mgfp490	mgfp491	mgfp492	mgfp493	mgfp494	mgfp495	mgfp496	mgfp497	mgfp498	mgfp499	mgfp500	mgfp501	mgfp502	mgfp503	mgfp504	mgfp505	mgfp506	mgfp507	mgfp508	mgfp509	mgfp510	mgfp511	mgfp512	mgfp513	mgfp514	mgfp515	mgfp516	mgfp517	mgfp518	mgfp519	mgfp520	mgfp521	mgfp522	mgfp523	mgfp524	mgfp525	mgfp526	mgfp527	mgfp528	mgfp529	mgfp530	mgfp531	mgfp532	mgfp533	mgfp534	mgfp535	mgfp536	mgfp537	mgfp538	mgfp539	mgfp540	mgfp541	mgfp542	mgfp543	mgfp544	mgfp545	mgfp546	mgfp547	mgfp548	mgfp549	mgfp550	mgfp551	mgfp552	mgfp553	mgfp554	mgfp555	mgfp556	mgfp557	mgfp558	mgfp559	mgfp560	mgfp561	mgfp562	mgfp563	mgfp564	mgfp565	mgfp566	mgfp567	mgfp568	mgfp569	mgfp570	mgfp571	mgfp572	mgfp573	mgfp574	mgfp575	mgfp576	mgfp577	mgfp578	mgfp579	mgfp580	mgfp581	mgfp582	mgfp583	mgfp584	mgfp585	mgfp586	mgfp587	mgfp588	mgfp589	mgfp590	mgfp591	mgfp592	mgfp593	mgfp594	mgfp595	mgfp596	mgfp597	mgfp598	mgfp599	mgfp600	mgfp601	mgfp602	mgfp603	mgfp604	mgfp605	mgfp606	mgfp607	mgfp608	mgfp609	mgfp610	mgfp611	mgfp612	mgfp613	mgfp614	mgfp615	mgfp616	mgfp617	mgfp618	mgfp619	mgfp620	mgfp621	mgfp622	mgfp623	mgfp624	mgfp625	mgfp626	mgfp627	mgfp628	mgfp629	mgfp630	mgfp631	mgfp632	mgfp633	mgfp634	mgfp635	mgfp636	mgfp637	mgfp638	mgfp639	mgfp640	mgfp641	mgfp642	mgfp643	mgfp644	mgfp645	mgfp646	mgfp647	mgfp648	mgfp649	mgfp650	mgfp651	mgfp652	mgfp653	mgfp654	mgfp655	mgfp656	mgfp657	mgfp658	mgfp659	mgfp660	mgfp661	mgfp662	mgfp663	mgfp664	mgfp665	mgfp666	mgfp667	mgfp668	mgfp669	mgfp670	mgfp671	mgfp672	mgfp673	mgfp674	mgfp675	mgfp676	mgfp677	mgfp678	mgfp679	mgfp680	mgfp681	mgfp682	mgfp683	mgfp684	mgfp685	mgfp686	mgfp687	mgfp688	mgfp689	mgfp690	mgfp691	mgfp692	mgfp693	mgfp694	mgfp695	mgfp696	mgfp697	mgfp698	mgfp699	mgfp700	mgfp701	mgfp702	mgfp703	mgfp704	mgfp705	mgfp706	mgfp707	mgfp708	mgfp709	mgfp710	mgfp711	mgfp712	mgfp713	mgfp714	mgfp715	mgfp716	mgfp717	mgfp718	mgfp719	mgfp720	mgfp721	mgfp722	mgfp723	mgfp724	mgfp725	mgfp726	mgfp727	mgfp728	mgfp729	mgfp730	mgfp731	mgfp732	mgfp733	mgfp734	mgfp735	mgfp736	mgfp737	mgfp738	mgfp739	mgfp740	mgfp741	mgfp742	mgfp743	mgfp744	mgfp745	mgfp746	mgfp747	mgfp748	mgfp749	mgfp750	mgfp751	mgfp752	mgfp753	mgfp754	mgfp755	mgfp756	mgfp757	mgfp758	mgfp759	mgfp760	mgfp761	mgfp762	mgfp763	mgfp764	mgfp765	mgfp766	mgfp767	mgfp768	mgfp769	mgfp770	mgfp771	mgfp772	mgfp773	mgfp774	mgfp775	mgfp776	mgfp777	mgfp778	mgfp779	mgfp780	mgfp781	mgfp782	mgfp783	mgfp784	mgfp785	mgfp786	mgfp787	mgfp788	mgfp789	mgfp790	mgfp791	mgfp792	mgfp793	mgfp794	mgfp795	mgfp796	mgfp797	mgfp798	mgfp799	mgfp800	mgfp801	mgfp802	mgfp803	mgfp804	mgfp805	mgfp806	mgfp807	mgfp808	mgfp809	mgfp810	mgfp811	mgfp812	mgfp813	mgfp814	mgfp815	mgfp816	mgfp817	mgfp818	mgfp819	mgfp820	mgfp821	mgfp822	mgfp823	mgfp824	mgfp825	mgfp826	mgfp827	mgfp828	mgfp829	mgfp830	mgfp831	mgfp832	mgfp833	mgfp834	mgfp835	mgfp836	mgfp837	mgfp838	mgfp839	mgfp840	mgfp841	mgfp842	mgfp843	mgfp844	mgfp845	mgfp846	mgfp847	mgfp848	mgfp849	mgfp850	mgfp851	mgfp852	mgfp853	mgfp854	mgfp855	mgfp856	mgfp857	mgfp858	mgfp859	mgfp860	mgfp861	mgfp862	mgfp863	mgfp864	mgfp865	mgfp866	mgfp867	mgfp868	mgfp869	mgfp870	mgfp871	mgfp872	mgfp873	mgfp874	mgfp875	mgfp876	mgfp877	mgfp878	mgfp879	mgfp880	mgfp881	mgfp882	mgfp883	mgfp884	mgfp885	mgfp886	mgfp887	mgfp888	mgfp889	mgfp890	mgfp891	mgfp892	mgfp893	mgfp894	mgfp895	mgfp896	mgfp897	mgfp898	mgfp899	mgfp900	mgfp901	mgfp902	mgfp903	mgfp904	mgfp905	mgfp906	mgfp907	mgfp908	mgfp909	mgfp910	mgfp911	mgfp912	mgfp913	mgfp914	mgfp915	mgfp916	mgfp917	mgfp918	mgfp919	mgfp920	mgfp921	mgfp922	mgfp923	mgfp924	mgfp925	mgfp926	mgfp927	mgfp928	mgfp929	mgfp930	mgfp931	mgfp932	mgfp933	mgfp934	mgfp935	mgfp936	mgfp937	mgfp938	mgfp939	mgfp940	mgfp941	mgfp942	mgfp943	mgfp944	mgfp945	mgfp946	mgfp947	mgfp948	mgfp949	mgfp950	mgfp951	mgfp952	mgfp953	mgfp954	mgfp955	mgfp956	mgfp957	mgfp958	mgfp959	mgfp960	mgfp961	mgfp962	mgfp963	mgfp964	mgfp965	mgfp966	mgfp967	mgfp968	mgfp969	mgfp970	mgfp971	mgfp972	mgfp973	mgfp974	mgfp975	mgfp976	mgfp977	mgfp978	mgfp979	mgfp980	mgfp981	mgfp982	mgfp983	mgfp984	mgfp985	mgfp986	mgfp987	mgfp988	mgfp989	mgfp990	mgfp991	mgfp992	mgfp993	mgfp994	mgfp995	mgfp996	mgfp997	mgfp998	mgfp999	mgfp1000	mgfp1001	mgfp1002	mgfp1003	mgfp1004	mgfp1005	mgfp1006	mgfp1007	mgfp1008	mgfp1009	mgfp1010	mgfp1011	mgfp1012	mgfp1013	mgfp1014	mgfp1015	mgfp1016	mgfp1017	mgfp1018	mgfp1019	mgfp1020	mgfp1021	mgfp1022	mgfp1023	mgfp1024
CHEMBL1255034	pIC50	2.7527634504932355	NAD-dependent deacetylase sirtuin 1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CHEMBL3311074	pIC50	4.114073660198569	NAD-dependent deacetylase sirtuin 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEMBL3311082	pIC50	4.542118103266008	NAD-dependent deacetylase sirtuin 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
